query_id,language,claim,gold_label,gold_evidence,retrieved_id,retrieved_language,retrieved_evidence,bm25_score,retrieved_exact_gold
afrifact_data_culture_yoruba_673,yoruba,"Ní ọdún 2015 náà, ọ̀pọ̀ àwọn ìlú míràn ní ilẹ̀ Yorùbá tún ní ayẹyẹ ìyípadà ọba, tí wọ́n fi gbé àwọn ọba tuntun kalẹ̀ gẹ́gẹ́ bí àṣà wọn.",nei,"Gẹ́gẹ́ bí a ti kàá nínú ìtàn, Ọọ̀ni àkọ́kọ́ tí yóò kọ́kọ́ jẹ ní Ifẹ̀ ni ó jẹ́ ọmọ bíbí inú Odùduwà tí ó jẹ́ ọ̀kànlélógójì òrìṣà fúnra rẹ̀, nígbà tí Ọọ̀ni tí ó wà níbẹ̀ lọ́wọ́ lọ́wọ́ báyí jẹ́ Ọọ̀ni Adéyẹyè Ẹnìtàn Ògúnwùsì Ọ̀jájá Kejì(II) tí wọ́n jẹ ní ọdún 2015.",afrifact_data_culture_yoruba_251,yoruba,"Ọdún ìbílẹ̀ Àgbádá-rìgì jẹ́ ayẹyẹ tí wọ́́n ma ń ṣe ní ẹ̀ẹ̀kan ṣoṣo lọ́dun tí ó ma ń wáyé ní ìlú Àgbádá-r̀ig̀i ( ), tí ó jẹ́ ìlú ńlá kan ní , ní orílẹ̀ èdè . Àjọ African Renaissance Foundation (AREFO) ló ma ń ṣ̀agbátẹr̀u ayẹyẹ náà. Àwọn èt̀o inú ayẹyẹ náà má ń fi ip̀o ìlú náà hàn ní àsìk̀o ìkóni lẹ́rú àwón Èèbó (slave trade era). Ayẹyẹ náà má ń jẹ́ ìdàpọ̀ àṣà àjogúnbá ilẹ̀ . Àwọn elétò má ń mú àṣà ìbílẹ̀ tí àwọn olùfẹ́ràn àṣà jákè jádò àgbáyé ma ń wá láti bá wọn yọ̀ lásìkò ayẹyẹ náà. ",49.31751985180943,False
afrifact_data_culture_hausa_428,hausa,Ibrahim Zakzaky ya na fita kasashen waje domin gabatar da makaloli a duk shekara.,nei,"Rikicin Yan shi'a na shekarar 2014 a Zariya [ | ] Ibrahim Zakzaky A ranar 25 ga watan na shekarar 2014 ne aka samu tashin hankali tsakanin yaƙungiyar r 'yan uwa musulmi mabiya zakzaky da sojojin a birnin , a yayin gudanar da lumanar zanga zanga akan nuna goyon bayan mutanen falasdinu inda mutane 35 suka rasa rayukansu ciki har da 'ya'yan Ibrahim Zakzaky guda uku (3).",afrifact_data_culture_hausa_427,hausa,"Rikicin Yan shi'a na shekarar 2014 a Zariya [ | ] Ibrahim Zakzaky A ranar 25 ga watan na shekarar 2014 ne aka samu tashin hankali tsakanin yaƙungiyar r 'yan uwa musulmi mabiya zakzaky da sojojin a birnin , a yayin gudanar da lumanar zanga zanga akan nuna goyon bayan mutanen falasdinu inda mutane 35 suka rasa rayukansu ciki har da 'ya'yan Ibrahim Zakzaky guda uku (3).",21.954408785348924,False
afrifact_data_culture_hausa_042,hausa,Abubakar Tafawa  Balewa ya riƙe muƙamin ministan Ayyuka da kuma Sufuri.,supports,,afrifact_data_culture_hausa_172,hausa,Ya riƙe muƙamin Kwamishinan ayyuka da muhalli da kuma sufuri na Jihar Katsina a tsakanin shekarar 1991 zuwa 1993 a lokacin mulkin Soja,40.211959340099654,False
afrifact_data_culture_yoruba_770,yoruba,Kò sí ààmì kan pàtó láti fi hàn pé Èṣù máa ń tọ́ni sọ́nà ni.,refutes,"Oríta ní Èṣù máa ń gbé. Èṣù jẹ́ alárèékérékè èdá. Òun ni ó ń kọ́ àwọn ènìyàn láti máa pé ojú méjì ni gbogbo ọ̀rọ̀ máa ń ní. Ó máa ń ṣọ̀tún, ṣòsì má ba ìbìkan jẹ́, bẹ́ẹ̀ náà ni ó máa ń tọ́ni sọ́nà. Ìdí nì yìí tí wọ́n fi sọ pé Ẹ̀ṣù ṣe pàtàkì láti ní ayé tó létò.",afrifact_data_culture_yoruba_769,yoruba,"Oríta ní Èṣù máa ń gbé. Èṣù jẹ́ alárèékérékè èdá. Òun ni ó ń kọ́ àwọn ènìyàn láti máa pé ojú méjì ni gbogbo ọ̀rọ̀ máa ń ní. Ó máa ń ṣọ̀tún, ṣòsì má ba ìbìkan jẹ́, bẹ́ẹ̀ náà ni ó máa ń tọ́ni sọ́nà. Ìdí nì yìí tí wọ́n fi sọ pé Ẹ̀ṣù ṣe pàtàkì láti ní ayé tó létò.",42.348583208096095,False
afrifact_data_culture_igbo_083,igbo,Ọ nweghị ihe e mebiri na Lekki Lagos.,refutes,E mebiri ọtụtụ ihe ma gbaa ọtụtụ ọkụ ebe ahụ nke gụnyere ogige ndị uweojii atọ bụ nke a gbara ọkụ.,afrifact_data_culture_igbo_084,igbo,E mebiri ọtụtụ ihe ma gbaa ọtụtụ ọkụ ebe ahụ nke gụnyere ogige ndị uweojii atọ bụ nke a gbara ọkụ.,15.907209316105716,False
afrifact_data_culture_yoruba_578,yoruba,"Calcium, carbohydrate, àti proteins ni àwọn èròjà inú àkàrà tó lè múni sanra.",refutes,"Akara ní àwọn èròjà láti múni sanra, torí àwọn èròjà proteins, vitamins àti minerals bí i calcium, iron àti zinc inú rẹ̀. Àmọ́ ṣáá, àwọn èròjà inú rẹ̀ lè ti dínkù nítorí àwọn àfikún kan bí iphytates, fibers, lectins, polyphenols àti tannins tí kì í ṣe ara lóore.",afrifact_data_culture_yoruba_579,yoruba,"Akara ní àwọn èròjà láti múni sanra, torí àwọn èròjà proteins, vitamins àti minerals bí i calcium, iron àti zinc inú rẹ̀. Àmọ́ ṣáá, àwọn èròjà inú rẹ̀ lè ti dínkù nítorí àwọn àfikún kan bí iphytates, fibers, lectins, polyphenols àti tannins tí kì í ṣe ara lóore.",55.39782142747376,False
afrifact_data_culture_hausa_713,hausa,Trump ya goyi bayan 'yan kama karya a lokacin mulkinsa.,supports,"Wanne irin sauyi za a samu karkashin shugabancin Biden? Abubuwa kadan za mu iya hasashen - sauyin alaka da kawayen Amurka, sai maganar sauyin yanayi, da kuma rikicin gabas ta tsakiya. Alaka tsakanin Amurka da ƙawayenta Trump ya yi ta goyon bayan 'yan kama karya da kuma haɗa hannu da su.",afrifact_data_culture_hausa_710,hausa,"Wanne irin sauyi za a samu karkashin shugabancin Biden? Abubuwa kadan za mu iya hasashen - sauyin alaka da kawayen Amurka, sai maganar sauyin yanayi, da kuma rikicin gabas ta tsakiya. Alaka tsakanin Amurka da ƙawayenta Trump ya yi ta goyon bayan 'yan kama karya da kuma haɗa hannu da su.",25.174266386839783,False
afrifact_data_culture_igbo_329,igbo,Chinwoke Mbadinuju ji ọkwa dịka onye isi ndị amị n'oge Shehu Shagari bụ onye isi ala Naịjirịa.,refutes,Ọ rụrụ ọrụ dịka onye enyemaka onwe onye nye onyeisi ala Shehu Shagari n'etiti 1980 na 1983.,afrifact_data_culture_igbo_534,igbo,"Azụbụike Ihejirika, CFR (Amụrụ Febuwarị 13, 1956) bụ onye gara ezumike nká Amị Naịjirịa, onyeisi jenaral na onye bụbu Onye isi ọrụ Amị.",34.54159966346145,False
afrifact_data_culture_hausa_401,hausa,Mabiya Sunnah sun zaɓi Abubakar ya jagorance su saboda Annabi bai nuna wanda zai bi bayan sa ba.,supports," Hujjar mabiya aƙidar Sunnah kuwa ita ce da yake Manzon Allah (s.a.w) bai nuna wani ba wanda za'a bi bayansa sai suka yanke hukuncin yin Shura (wato kuri'a tsakanin al'umma) bayan Wafatin, wato rasuwar Annabi (s.a.w) kuma suka zaɓi Sayyadina Abubakar a matsayin Jagoran daular musulunci kuma jagoran Musulmai. ",afrifact_data_culture_hausa_400,hausa," Hujjar mabiya aƙidar Sunnah kuwa ita ce da yake Manzon Allah (s.a.w) bai nuna wani ba wanda za'a bi bayansa sai suka yanke hukuncin yin Shura (wato kuri'a tsakanin al'umma) bayan Wafatin, wato rasuwar Annabi (s.a.w) kuma suka zaɓi Sayyadina Abubakar a matsayin Jagoran daular musulunci kuma jagoran Musulmai. ",44.87551525581901,False
afrifact_data_culture_yoruba_358,yoruba,"Àjọ ìṣọ̀kan àgbáyé sì ti kéde pé tí gbogbo àwùjọ àgbáyé bá ń fún ọmọ lọ́yàn, èyí lè doola ẹ̀mí tó tó ẹgbẹ̀rún lọ́nà ẹgbẹ̀rin.",supports,"Ẹ mase feti si awọn apọnpo nipa ifọmọ lọyan, gbogbo igba naa kọ lo rọrun lati fun ọmọ lọyan Ajọ isọkan agbaye si ti kede pe ti gbogbo awujọ agbaye ba n fun ọmọ lọyan, eyi lee doola ẹmi to to ẹgbẹrun lọna ẹgbẹrin. Ọpọ iyalọmọ lo maa n gbaradi lasiko ti wọn loyun lati fun ọmọ wọn lọyan, sugbọn o se ni laanu pe ọpọ wọn ni ko ni oye to nipa bo se yẹ ki wọn fun ọmọ ni ọyan, ko si mu amuyo. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Fifun ọmọ lọyan: Ireti ati otitọ ohun to n sẹlẹ Ọpọ ọmọ ni ebi maa n pa, ti yoo si maa sunkun lasiko to ba n mu ọyan, iya rẹ yoo ro pe ko fẹ gba ọyan ni laimọ pe ọyan naa ko se omi sẹnu ọmọ ọhun. Igba tiru iyalọmọ bẹẹ ba si de ile iwosan, nitori ori ọyan rẹ to ti bẹ, ti wọn ba tẹ ọyan rẹ fun omi, ni ẹjẹ yoo maa jade dipo omi ọyan.",afrifact_data_culture_yoruba_417,yoruba,"Ṣe iku Abiola Ebila yoo fopin si ẹgbẹ one million boys bi? Ni ọjọ mẹta ṣẹyin, ni osu kẹrin, ọdun 2020, ni Abiola Ebila pa orogun rẹ ninu ẹgbẹ okunkun miran, Ekugbemi, lati igba naa si ni awọn agbofinro ti n wa Abiola Abila, ko le e koju igbejọ ẹṣun naa. Ni irọlẹ ọjọ Aiku, ọjọ Kejila oṣu Keje ọdun 2020 ni ariwo gba ilu kan pe ọwọ ti tẹ olori ọmọ ẹgbẹ one million boys, Abiola Ebila, to si ti jẹ Ọlọrun nipe. Ariwo ayọ gba ilu kan pe eegun ẹyin ẹgbẹ okunkun naa ti ṣẹ, paapaa pẹlu olori rẹ to ku naa, ti awọn ọmọ ẹyin rẹ yoo si fi ẹsẹ fẹ. Ṣugbọn ibeere ti ọpọ eeyan n beere ni pe, ṣe opin patapata ti de ba ẹgbẹ aseku pani one million boys ni bayii ti olori wọn ti silẹ bora? Ṣugbọn awọn miran n ro ninu ọkan wọn pe, agbo to fi ẹyin rin lọ ni ọrọ ẹgbẹ okunkun one million boys yii lee jẹ, o ṣee ṣe ki wọn lọ tun agbara mu wa.",42.838031522372674,False
afrifact_data_culture_igbo_775,igbo,"BBC Igbo kwuru na ndị na-eso ha na Facebook sị na mmanya ọtọbịrịbịrị, azụ ndụ amịrị amị, data na mmanya beer. esoghi na ihe ndị na-enye ha obi aṅụrị. ",refutes,"BBC Igbo jụrụ ndị mmadụ na-eso anyị na Facebook ajụjụ ihe ha na-atụnye ego iji mee onwe ha obiụtọ na ihe ọ na-eri ha n'izu. Ọtụtụ kwuru na ihe na-amasị ha gụnyere ịṅụ manya 'beer', mmanya ọtọbịrịbịrị, nkwọbi, azụ ndụ amịrị amị, 'data' e ji aga n'ịntanetị nakwa ego e ji akpọ ekwentị. ",afrifact_data_culture_igbo_776,igbo,"BBC Igbo jụrụ ndị mmadụ na-eso anyị na Facebook ajụjụ ihe ha na-atụnye ego iji mee onwe ha obiụtọ na ihe ọ na-eri ha n'izu. Ọtụtụ kwuru na ihe na-amasị ha gụnyere ịṅụ manya 'beer', mmanya ọtọbịrịbịrị, nkwọbi, azụ ndụ amịrị amị, 'data' e ji aga n'ịntanetị nakwa ego e ji akpọ ekwentị. ",97.21495114388938,False
afrifact_data_culture_igbo_227,igbo,"Dr Tedros kwuru na n'izuụka abụọ gara aga, ndị na-ebutebeghị ọrịa ma a gụpụ Chaina dị mmaji iri na abụọ.",refutes,"Dr Tedros gara n'ihu kwuo na n'izuụka abụọ gara aga, ndị burula ọrịa ma agụpụ Chaina dị mmaji iri na atọ, ebe mba dị oferela dị mmaji atọ.",afrifact_data_culture_igbo_228,igbo,"Dr Tedros gara n'ihu kwuo na n'izuụka abụọ gara aga, ndị burula ọrịa ma agụpụ Chaina dị mmaji iri na atọ, ebe mba dị oferela dị mmaji atọ.",84.38968798383391,False
afrifact_data_culture_igbo_045,igbo,Nwoke ichi Ọzọ gosiri na onye ahụ amalitela ikwu okwu.,nei,"Tupu Nwoke etorue ichi Ozo, o ga ebu uzo chie ' Nze ' nke na-egosi mmụọ dị ndụ na nna ochie.",afrifact_data_culture_igbo_792,igbo,Omotola Jalade-Ekeinde dere n'akara twitter ya ụnyahụ sị na Naịjirịa bụ ọkụmmụọ. Na nzahachị ya onye nnyemaka pụrụiche na mgbasa ozi Onyeisiala Mohammadu Buhari zahachiri ya na okwesighi ikwu otu ahụ maka na ndị ji ọrụ anaghị ekwu okwu.,17.103932900760952,False
afrifact_data_culture_igbo_646,igbo,Dave Adenuba bụ kọmishọna ndị Abịa Steeti gwara ndị gọọmentị Enugwu ka ha na-akwụ ndị Enugwu ụgwọ ọnwa oge kwesịrị.,refutes,N'otu aka ahụ kọmishịọna mgbasaozi bụ Don Adenuba gwara BBC Igbo na o nweghi onye ọrụ bekee ọbụla e ji ụgwọ n'Anambra Steeti. Ọ sị na gọọmentị ha kwụrụ ụgwọ n'ụbọchị iri abụọ na isii nke ọnwa Eprelụ afọ 2020.,afrifact_data_culture_igbo_646,igbo,N'otu aka ahụ kọmishịọna mgbasaozi bụ Don Adenuba gwara BBC Igbo na o nweghi onye ọrụ bekee ọbụla e ji ụgwọ n'Anambra Steeti. Ọ sị na gọọmentị ha kwụrụ ụgwọ n'ụbọchị iri abụọ na isii nke ọnwa Eprelụ afọ 2020.,37.74567495948693,True
afrifact_data_culture_igbo_664,igbo,Ụfọdụ ụmụnwaanyị ka a na-awa afọ ma ha chọọ ịmụ nwa. Ụfọdụ na-amụrụ onwe ha nwa.,nei,"Igbo kwenyere na ama ọbụla na-amụtaghị nwa nwoka ga-echi. Ya mere ha jị agụ nwoke aha dịka Obiechina, Amaechina na ndị ọzọ. Ọtụtụ ezinaụlo akụsaala maka amụghị nwa nwoke. Ya bụ, ọ dị ezigbo mkpa ịmụta nwa nwoke n'ezinaụlo, ya mere anyị ji ede akụkọ a. ",afrifact_data_culture_igbo_771,igbo,"Nye ụfọdụ ụmụnwaanyị, mkpụrụ ụbọchị atọ ruo ise ahụ ha na-ahụ nsọ ha na-adị ka ọkụmmụọ n'ihi ihe ha na-eji anya ha ahụ. Ụfọdụ na-anọ na mgbakasị ahụ nke bụ na ị gwa ya ofu okwu ọ bakasịara gị ahị (ihe ọ naghị emekarị), ebe ụfọdụ anaghị enweta onwe ha n'ihi ụdịrị ahụ ụfụ ha na-anọ n'ime ya. Mana dịka ikwu na ibe, enyi, onye ọrụ nakwa onye ya na nwaanyị na-ahụ nsọ ya nwere mmekọ n'ụzọ dị iche iche, kedụ ihe ndị ị ga-emere ya iji nyere ọnọdụ ya aka?",28.82502335658575,False
afrifact_data_culture_yoruba_559,yoruba,Kò sí ibi tí èèyàn ò lè gbojú omi dé ní gbogbo àgbáyé.,nei,"Gẹ́gẹ́bí erékùsù Èkó, Àgbádárìgì jẹ́ ìlú tí a tẹ̀dó sí etí omi, nítorí ìdí èyí, àyè wà láti rìnrìn-àjò gbojú omi láti Èkó sí Ìlú Porto Novo.",afrifact_data_culture_yoruba_753,yoruba,"Kò sí orí ilẹ̀ tí ọ̀gẹ̀dẹ̀ ò ti lè hù, ní bí i 60 centimetres (2.0 ft) sínú ilẹ̀, ó sì fẹ̀ dáadáa. Igi ọ̀gẹ̀dẹ̀ jẹ́ èyí tó máa ń tètè hù nínú gbogbo àwọn igi eléso yòókù.",23.179050709141492,False
afrifact_data_culture_yoruba_158,yoruba,Èdè Yorùbá àti èdè Kwa kò fi ibì kankan ní ìbátan rárá àti rárá.,refutes," Èdè Yorùbá jẹ́ èdè kan ti ó gbalẹ̀ tí ó sì wuyì káàkiri àgbáyé. Ìtàn sọ fún wa pé ìbátan ní èdè Yorùbá jé, kwa jẹ́ ẹ̀yà kan ní apá . A lè sọ pé àwọn tí wọ́n ń sọ èdè Yorùbá yàtọ̀ sí orílẹ̀ èdè Nàìjíríà lé ní Ọgbọ̀n mílíọ̀nùn tàbì jù bẹ́ẹ̀ lọ.",afrifact_data_culture_yoruba_163,yoruba," International. Wọ́n ra Taiwo wá si ìpele Nigeria Premier League, sínú ẹgbẹ́ agbábọ́ọ̀lù Lobi Stars. Níbi tí ó tún ti lo ọdún kan . Olympique de Marseille [ | ] Ní ọdún 2005, nígbà tí ó pé ọmọ ogún ọdún, ẹgbẹ́ agbábọ́ọ̀lù ilẹ̀ Faranse kan ti o n je Olympique de Marseille gba Taiwo sinu iko won. Won ra Taiwo lati le ropo ogbeni Bixente Lizarazu ti o ti lo sinu egbe agbaboolu Bayern Munich. Taiwo lo gba boolu ti iko re Olympic Marseille fi jawe olubori",36.74314675226708,False
afrifact_data_culture_yoruba_691,yoruba,"Ní ilẹ̀ Yorùbá, láàárín ọdún 1988 sí ọdún 1999, wọ́n fi àwọn awo mẹ́ta ṣe olùdarí àwọn ẹgbẹ́ ọ̀tọ̀ọ̀tọ̀.",nei,"Láàárín ọdún 1951-54 Awólọ́wọ̀ jẹ́ Alákòóso Fún Iṣẹ́ Ìjọba àti Ìjọba Ìbílẹ̀, ó sì di Olórí Ìjọba Agbègbè Ìwọ̀ Oòrùn Ilẹ̀ Nàìjíríà ní ọdún 1954 lẹ́yìn àtúnkọ Ìwé Ìgbépapọ̀ Àti Òfin (constitution).Gẹ́gẹ́ bí Olórí Ìjọba Agbègbè Ìwọ̀ Oòrùn Ilẹ̀ Nàìjíríà, Awólọ́wọ̀ dá ẹ̀kọ́ ọ̀fẹ́ sílẹ̀ fún gbogbo ọ̀dọ́ láti rí i pé mọ̀ọ́kọ-mọ̀ọ́kà gba le ka.",afrifact_data_culture_yoruba_067,yoruba,"Ní ọdún 1971, ó kẹ́kọ̀ọ́ gboyè Masters ní . Ó kẹ́kọ̀ọ́ gboyè Doctorate nípa ìtàn àròsọ láti ní ọdún 1966. Abímbólá jẹ́ akẹ́kọ̀ọ́ gboyè PhD àkọ́kọ́ ní . Ó di ọ̀jọ̀gbọ́n (Professor) ni3 1976. Abimbola kọ́ àwọn akẹ́kọ̀ọ́ ní Fáṣítì mẹ́ta ọ̀tọ̀ọ̀tọ̀ ní orílẹ̀-èdè , awon náà ní; láàrin ọdún 1963 sí 1965, láàrin 1966 sí 1972, láàrin ọdún 1972 sí 1991.",38.59141890442332,False
afrifact_data_culture_hausa_754,hausa,Tarihi ya nuna cewa ba a jituwa tsakanin ƙasar Iran da ta Amurka.,nei," An ruwaito Shugaban Ma'aikatar Leken Asirin Iran yana cewa: ""An yanke wa wadannan 'yan leken asiri hukunci--wasu daga cikinsu hukuncin kisa saboda lafin 'fasadi a bayan kasa' (laifin da hukuncinsa kisa a dokokin shari'ar Musulunci na Iran"", A ranar Lahadi, Ministan Leken Asiri Mahmoud Alavi ya sanar da cewa za a nuna wani shiri na talbijin kan kama ""masu leken asirin Amurkan"" a gidan talbijin na Iran.",afrifact_data_culture_hausa_755,hausa," An ruwaito Shugaban Ma'aikatar Leken Asirin Iran yana cewa: ""An yanke wa wadannan 'yan leken asiri hukunci--wasu daga cikinsu hukuncin kisa saboda lafin 'fasadi a bayan kasa' (laifin da hukuncinsa kisa a dokokin shari'ar Musulunci na Iran"", A ranar Lahadi, Ministan Leken Asiri Mahmoud Alavi ya sanar da cewa za a nuna wani shiri na talbijin kan kama ""masu leken asirin Amurkan"" a gidan talbijin na Iran.",22.217628896366403,False
afrifact_data_culture_hausa_658,hausa,"20 ga watan Afrilu, 2025, darajar Naira ta karye zuwa ₦1,629 kan kowacce dala a kasuwar musayar kuɗi ta Najeriya.",nei,"Daga ranar 20 ga watan Yunin 2016, Naira ta samu damar yin iyo, bayan da aka sanya ta a kan ₦197 zuwa dalar Amurka 1 na tsawon watanni. Ciniki[a cewar wane?] ya yi hasashen yawan adadin naira zai kasance tsakanin ₦280 da ₦350 zuwa dala. A watan Oktoban 2021, Shugaba Muhammadu Buhari ya kaddamar da eNaira, nau'in dijital na kudin jihar a Najeriya.",afrifact_data_culture_hausa_656,hausa,"Daga ranar 20 ga watan Yunin 2016, Naira ta samu damar yin iyo, bayan da aka sanya ta a kan ₦197 zuwa dalar Amurka 1 na tsawon watanni. Ciniki[a cewar wane?] ya yi hasashen yawan adadin naira zai kasance tsakanin ₦280 da ₦350 zuwa dala. A watan Oktoban 2021, Shugaba Muhammadu Buhari ya kaddamar da eNaira, nau'in dijital na kudin jihar a Najeriya.",41.92395357757811,False
afrifact_data_culture_hausa_690,hausa,Jami'an gwamnati da yawa ba su bi ƙa'idar korona ba lokacin da aka yi jana'izar Abba Kyari.,supports,"Mun duba mafiya shahara daga ckinsu kamar haka: Mutuwar babban jami'in gwamnati a Najeriya Waɗanda suka halarci jana'izar Abba Kyari ba su bi ƙa'idojin bayar da tazara ba A Najeriya, annobar korona ta shiga har fadar Gwamnatin Tarayya.",afrifact_data_culture_hausa_686,hausa,"Mun duba mafiya shahara daga ckinsu kamar haka: Mutuwar babban jami'in gwamnati a Najeriya Waɗanda suka halarci jana'izar Abba Kyari ba su bi ƙa'idojin bayar da tazara ba A Najeriya, annobar korona ta shiga har fadar Gwamnatin Tarayya.",66.32941112469254,False
afrifact_data_culture_hausa_648,hausa,Raƙumi na iya tafiya a cikin hamada ko da ana iska mai karfi.,supports,"Amma mahaliccin raƙumi ya halitta masa wata fata daga saman idonsa kamar gilashi, wadda take sakkowa yayin da iskar ta taso, sai ta zama kariya ga idon.",afrifact_data_culture_hausa_654,hausa,"Rakumi kusa da Silverton rakumi a sahara Rakumi da sarka jeren rakumma Kasancewa akwai zafi mai tsananin gaske a , wanda ba duka halittu za su iya jurewa ba. Sannan kuma akwai ƙura haɗe da yashi da take tashi koda yaushe, wadda take rufe duk wata halitta da ta ci karo da ita. Ga babbar halitta kuma ƙurar takan sa wahalar nunfashi da shaƙar iska. Idan ka ɗauke ƙananan halittu dangin su , raƙumi shi ne kaɗai wata ƙatuwar halitta da take iya rayuwa a cikin . Kuma mahaliccin raƙumi ya halicce shi ne musamman domin ya rayu a cikin , ya kuma zama mai hidima ga al'ummar dake rayuwa a wannan ɓangare.",23.958993586521864,False
afrifact_data_culture_hausa_016,hausa,Sir Ahmadu Bello bai samu shiga majalisar ƙasa a shekarar 1949 ba.,nei,"A shekarar alif 1949, ya sami zuwa majalisar dokoki ta yankin , yana kuma daga cikin mutum ukku da aka zaba acikin kungiyar da ta rubuta sabon kundin tsarin mulkin kasar",afrifact_data_culture_hausa_017,hausa,"A shekarar alif 1949, ya sami zuwa majalisar dokoki ta yankin , yana kuma daga cikin mutum ukku da aka zaba acikin kungiyar da ta rubuta sabon kundin tsarin mulkin kasar",21.35533348407838,False
afrifact_data_culture_igbo_393,igbo,Chibuike Rotimi Amaechi kwuru okwu n'afọ 2022 sị na agụmakwụkọ bara uru maka ụmụaka Nigeria,nei,Ọ rụrụ ọrụ dị ka gọvanọ nke Rivers Steeti nke jupụtara na mmanụ site n'afọ 2007 ruo afọ 2015,afrifact_data_culture_igbo_392,igbo,"N'abalị itoolu n'ọnwa Eprel afọ 2022, Amaechi kwupụtara mmasị ya ịzọ ọkwa onye isi ala n'afọ 2023, ọ bịara onye nke abụọ na ntuliaka onye isi ala nke APC nke e mere n'ọnwa June afọ 2022 n'azụ na votu narị atọ na iri na isii site n'aka ndị nnọchiteanya",20.018555464020277,False
afrifact_data_culture_igbo_316,igbo,Ndị Anambra North na South nwere otu ụdị omenala e jiri mara ha,nei,"Mgbe ọ gụsịrị akwụkwọ na Mahadum Katọlik nke America na Washington D.C., na Masters na Sayensị ndọrọ ndọrọ ọchịchị, Chuba gara n'ihu site n'inweta nzere doctorate abụọ na nkà ihe ọmụma na sayensị ndọrọ ọchịchị na Washington, D.C",afrifact_data_culture_igbo_561,igbo,Ndị mpaghara Anambra-East akwaala arịrị n'ihi enweghi ndị ọrụ ahụike n'ụlọọrụ ahụike ha dị icheiche ma rịọ ka e zitere ha ndị dọkịta ji otu afọ efe ala nna ha. Ha rịọrọ nke a site n'ọnụ onyeisioche ha bụ Orji Okafor n'emume ọpụpụ ndị ji otu afọ efe ala nna ha e zitere ebe ahụ.,19.096399666008047,False
afrifact_data_culture_igbo_252,igbo,"Rachael Okonkwo malitere ime ihe nkiri mgbe ọ bụ nwata, mana n'ihi Ọ naghị enweta ọrụ, ọ gbanwere ọrụ ya n'ịgba egwu.",supports,"Ọ malitere ime ihe nkiri mgbe ọ bụ nwata, mana n'ihi Ọ naghị enweta ọrụ, ọ gbanwere ọrụ ya n'ịgba egwu.",afrifact_data_culture_igbo_251,igbo,"Ọ malitere ime ihe nkiri mgbe ọ bụ nwata, mana n'ihi Ọ naghị enweta ọrụ, ọ gbanwere ọrụ ya n'ịgba egwu.",101.12829080413009,False
afrifact_data_culture_igbo_079,igbo,Wike gwara ha aṅala Nnadị Kanu nti.,refutes,Mana Nnadị Kanu gwara ha aṅala ntị.,afrifact_data_culture_igbo_082,igbo,Mana Nnadị Kanu gwara ha aṅala ntị.,41.76864654751657,False
afrifact_data_culture_igbo_458,igbo,Dora Akunyili bụ onye ji ọkwa mịnịsịta na-ahụ maka mgbasa ozi na Naiịjiria ruo ihe dị ka afọ abụọ,supports,Akunyili bụkwara mịnịsịta hụrụ maka mgbasa ozi n'ala site na-afọ̀ 2008 ruo 2010.,afrifact_data_culture_igbo_457,igbo,Akunyili bụkwara mịnịsịta hụrụ maka mgbasa ozi n'ala site na-afọ̀ 2008 ruo 2010.,48.455678806207345,False
afrifact_data_culture_igbo_035,igbo,"N'ime ụdị ihe abụọ e ji arụ ọja, nke na-anaghị anọte aka bụ nke osisi",refutes,"N'ime ụdị ihe abụọ a e ji arụ ya, nke osisi na-aka nọtee aka ruo ogologo oge. ",afrifact_data_culture_igbo_034,igbo,"N'ime ụdị ihe abụọ a e ji arụ ya, nke osisi na-aka nọtee aka ruo ogologo oge. ",50.065853671970814,False
afrifact_data_culture_igbo_658,igbo,Ndị agha U.S anwakpola ndị agha Naịjirịa. Gọọmentị Naịjirịa na-arịọ ka ndị amala Naịjirịa gbatara ha ọsọ enyemaka.,nei,"Boko Haram na nwakpo ndị agha Naịjirịa Ihe nkiri a na-ekegharị na soshal midia na-egosi ihe yiri ndi agha Naịjirịa ka Boko Haram na-awakpo ha. Ihe a mere n'ọdọ ndị agha akpọrọ Metele dị na Borno. Agbanyeghị na ndị agha Naịjirịa ekwubeghị okwu maka mwakpo a, ndị omeiwu Naịjirịa ekwuola na ha ga nyocha etu o siri mee.",afrifact_data_culture_igbo_530,igbo,"Ọ nweela ọtụtụ nturu ugo na nkwanye ugwu n'etiti ndị a, Ọchịagha nke gọọmentị etiti, CFR onye nyere , Onye isi ala nke gọọmentị etiti Naịjirịa The Forces Service Star (FSS) nke ndị Amị nyere ya. (FSS) onyinye Meritorious Service Star (MSS) nke ndị agha Naịjirịa nyere . Distinguished Service Star (DSS) nke ndị agha Naịjirịa nyegoro ha . Grand Service Star (GSS) nke ndị Amị Naịjirịa nyere ya. Passed Staff College(psc (+)) nke ndị agha Naịjirịa ",47.90826235922453,False
