id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition,original_claim_length,original_evidence_length,total_original_text_length
afrifact_data_culture_igbo_787,igbo,Kọmishọna na-ahụ maka azụmahịa aha ya bụ Christian Madụbuko gwara ndị Anambra ka ha na-akwụ onyeọbụla masịrị ha ụtụ isi.," Kọmịsọna na-ahụ maka azụmahịa Christain Madubuko kọwara na gọọmentị Anambra nwụchiri mmadu atọ na steeti ahụ. O kwuru na ndị a, nke otu n'ime ha a bụ eze, ji aghụghọ anapụ ndị mmadụ ego ụtụ isi n'ahịa. Madubuko dọkwara ndị mmadụ aka na ntị ha hie asaa na anya gbasara onye ha na-akwụ ụtụ isi ma kwukwa na ọ bụ sọsọ gọọmentị nwere ikike ihibe ahịa.",refutes,supports,supports,False,igbo,"The Commissioner for Trade, Christian Madybuko told the people of Anambra to pay taxes to whomever they like.","The Commissioner for Trade Christain Madubuko explained that the Anambra government arrested three people in the state. He said that these people, one of whom is the king, used fraud to deprive the people of tax money in the market. Madubuko also warned people to be careful about who they are paying taxes to and said that only the government has the right to operate businesses.",refutes,refutes,refutes,True,refutes,igbo,supports,refutes,False,True,wrong_to_correct,120,348,468
afrifact_data_culture_yoruba_056,yoruba,Kò sí àgbàlagbà ọkùnrin tí ó fi ipá bá àwọn ọmọdé lò lásìkò yìí.,"Elizabeth ni: ''Mo gbe igbesẹ lati sọrọ yii lasiko yii nitori mo ti gbe ile aye ṣerere, gẹgẹ bi oniroyin ati minisita tẹlẹri lorilẹ-ede Ghana. Ti mo ba ku bayii, awọn eeyan yoo ri nnkan rere tọka si nipa mi.'' ''Ohun miiran to mu mi sọ iriri mi ni pe ọpọ lo ri ifipa ba awọn ọmọdebinrin lo pọ si ohun ti ko too pọn ọn. Ọpọ awọn agbalagba ọkunrin lo n fipa bawọn ọmọde lopọ lasiko yii, tawọn eeyan ko si sọ ohun kan nipa rẹ.''",refutes,nei,nei,False,yoruba,No adult man used violence against children during this time.,"Elizabeth said: ''I took the step to speak this time because I have lived in the world, as a journalist and a former minister in Ghana. If I die like this, people will see good things about me.'' Many adult men are raping children these days, and no one says anything about it.''",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,82,425,507
afrifact_data_culture_yoruba_185,yoruba,Ọwọ́ àwọn Gómìnà ìpínlẹ̀ kò sí nínú owó tí wọ́n máa ń fún àwọn ẹka ìjọba.,"Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ Iru ofin wo ni wọn fi n ṣe eto owo iṣuna ẹka idajọ tẹlẹ? Ṣaaju ki Aarẹ Buhari to o pa aṣẹ naa, awọn gomina ipinlẹ lo ma n sọ iye owo ti wọn yoo fun awọn ẹka ijọba yooku, to fi mọ yiyọnda owo naa fun wọn. O ma n farahan ninu aba owo isuna ti wọn n gbe lọ siwaju awọn aṣofin ipinlẹ.",refutes,supports,supports,False,yoruba,The hands of the state governors are not included in the money they give to the government departments.,"PDP members spoke at the supreme court What kind of law are they making the budget of the justice department before? Before President Buhari closed the order, the state governors used to say how much money they would give to other government departments, so that they know how much money will be given to them. It often appears in the budget proposals that are being presented to state legislators.",refutes,"refutes

The evidence suggests that state governors used",refutes,True,refutes,yoruba,supports,refutes,False,True,wrong_to_correct,90,330,420
afrifact_data_culture_igbo_755,igbo,Ndị Brazil nyere goolu ozugbu Neymar gbanyere bọọlụ na poostu.," Brazịl gaara enye goolu ugbua, ka Paulinho gbabatara nso poostu, Neymar bufeere ya bọọlụ, mana ọ banyeghị ọfụma n'ụkwụ Paulinho, mere ka ọ gbafuo ya. Nkeji 10: Ụkwụ Neymar emetụbeghị bọọlụ ọfụma etu ndị mmadụ chọrọ maọbụ na-eche. ",refutes,nei,nei,False,igbo,The Brazilians scored as soon as Neymar hit the post.,"Brazil should have given a goal already, as Paulinho ran near the post, Neymar passed the ball to him, but it did not go well to Paulinho's feet, causing him to miss. Minute 10: Neymar's feet never touched the ball as well as people wanted or thought.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,62,231,293
afrifact_data_culture_hausa_487,hausa,Muhammad Auwal Albaniy Zariya ya rasu sanadiyyar hatsarin mota.,Ƴan bindigar sun harbe Sheikh Muhammad Auwal Adam Albani Zariya tare da ɗaya daga cikin matansa a cikin garin a kan hanyarsu ta dawowa gida bayan sun halarci karatun Tafsirin yamma da suka saba zuwa a cikin garin.,refutes,nei,nei,False,hausa,Muhammad Auwal Albaniy Zaria died in a car accident.,The gunmen shot Sheikh Muhammad Auwal Adam Albani Zaria along with one of his wives in the town on their way back home after attending the evening Tafsir recitation that they used to attend in the town.,refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,63,213,276
afrifact_data_culture_hausa_556,hausa,Almajiri shi ne wanda ya bar garinsu zuwa wani gari don kasuwanci.,Saidai kuma akasari na yima kalmar Almajiri fassarar . Kamar yadda ake dan ganta yaran dake barin garuruwan su zuwa wadan su neman Ilimin Alkur'ani.,refutes,nei,nei,False,hausa,A disciple is someone who leaves his hometown to go to another town for business.,Said and the majority of the word Almajiri translation. As it is seen the children who leave their cities to go somewhere to seek the knowledge of the Qur'an.,refutes,refutes,refutes,True,refutes,hausa,nei,refutes,False,True,wrong_to_correct,66,148,214
afrifact_data_culture_yoruba_560,yoruba,"Láti rìnrìn-àjò dé Porto Novo láti Èkó, èèyàn á nílò láti wọ ọkọ̀ ojú ọ̀nà.","Gẹ́gẹ́bí erékùsù Èkó, Àgbádárìgì jẹ́ ìlú tí a tẹ̀dó sí etí omi, nítorí ìdí èyí, àyè wà láti rìnrìn-àjò gbojú omi láti Èkó sí Ìlú Porto Novo.",refutes,nei,nei,False,yoruba,"To travel to Porto Novo from Lagos, one needs to take a bus.","Like the island of Lagos, Agbadarigi is a city settled on the water's edge, because of this, there is an opportunity to travel by water from Lagos to Porto Novo.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,75,140,215
afrifact_data_culture_yoruba_764,yoruba,Irúfẹ́ àwọn orúkọ mìíràn tí a tún lè pe ọbẹ̀ yìí pín sí méje.,"Àwọn orúkọ mìíràn tí wọ́n tún ń pe ọbẹ̀ náà ni uha àti ọbẹ̀ ora. Àwọn Oúnjẹ tí ẹ le fi jẹ Oha [ | ] Ọbẹ̀ oha/Uha dára jù lọ pẹ̀lú fùfú. Iyán, sẹ̀mó, ọlá àti ẹ̀bà gbogbo àwọn wọ̀nyí náà ni wọ́n dára pẹ̀lú ọbẹ̀ oha.",refutes,nei,nei,False,yoruba,The variety of other names that we can call this soup is divided into seven.,"Other names that they call the soup are uha and ora soup. Foods that you can eat Oha [ | ] Uha/Uha soup is best with fufu. Desire, semo, honor and fear all these are good with oha soup.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,61,213,274
afrifact_data_culture_igbo_743,igbo,Jurgen Klopp kwuru na ọ gaghị akwụ ụgwọ iwu ọ dara n'ihi na o mere ya na-amaghị ama.,"N'egwuregwu Onye nchịkọta otu egwu Liverpool bụ Jurgen Klopp anabatala iwu ego dị nde paụnds asatọ e riri ya maka ịgbaba n'ime ọgbọ egwuregwu. Klopp kwuru na ọ bụ eziokwu na ọ dara iwu, na ọ pụghị ịgbanarị nke a. ",refutes,nei,nei,False,igbo,Jurgen Klopp said he will not pay the fine because he did it unknowingly.,"Liverpool manager Jurgen Klopp has accepted an £8 million bid to enter the club. Klopp said that it is true that he broke the law, and he cannot escape this.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,84,213,297
afrifact_data_culture_yoruba_266,yoruba,"Nínú ìtàn, Gẹ̀lẹ̀dẹ́ àti Ẹ̀fẹ̀ kò rú ẹbọ tí Ifá wí ni wọn ò ṣe rọ́mọ bí láyé.","Àbíkéjì Yemọja tó jẹ́ obìnrin tí orúkọ rẹ̀ ń jẹ́ ""Gẹ̀lẹ̀dẹ́"" ni ó sanra gẹ́gẹẹ́ bí ìyá wọn, tí ó dì fẹ́ràn ìyá wọn gidigidi, tí òun náà sì fẹ́ràn láti ma jó. Lẹ́yìn tí àwọn ọmọm méjèjì náà deni tí ń láya òun ọkọ, wọ́n níi. Ṣùgbọ́n, àwọn náà kò rọ́mọ bí, nìyá wọn bá tún gboko Aláwo lọ̀. Ifá ní kí Ẹ̀fẹ̀ òun Gẹ̀lẹ̀dẹ́ ó rúbọ tí ìyá wọ rú kí àwọn náà ó lè dọlọ́mọ láyé. Wọ́n rúbọ gẹ́gẹ́ bí ifá ti wí; ni wọ́n bá dọlọ́mọ wẹẹrẹ lọ́ọ̀dẹ̀.",refutes,nei,nei,False,yoruba,"In history, Geheledede and Efef did not offer the sacrifice that Ifa said, they did not make it like in the world.","Abikeji Yemoja who is a woman whose name is ""Geledede"" is fat like their mother, who loves their mother very much, and she also likes not to dance. After the two children found the one who was challenging her husband, they said. But, they are not so gentle, so they will go back to the white man. Ifa asked Effe and Gheledede to sacrifice her mother's sacrifice so that they too could live together in the world. They sacrificed as ifa said; they get along very well.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,91,433,524
afrifact_data_culture_igbo_557,igbo,Ọrịa mmịwụ gburu Mmesoma Mercy Cynthia Obi. Ọ nwụrụ ọnwa abụọ tupu o mee nncheta ọmụmụ ya.,"Mmesoma Mercy Cynthia Obi Ada Jesus nwụrụ ụbọchị Wenezde n'ụlọọgwụ dị n'Abuja ebe e bugara ya maka ịgwọ ya ọrịa metụtara akịrị, abalị ole na ole o jiri mechaa ncheta ọmụmụ ya. Ụbọchị ncheta ọmụmụ Ada Jesus - Mmesoma Mercy Obi na 19 Epreelu, 2021 Ada Jesus, di ya na ndị ọzọ so ṅụrịa ụbọchị ncheta ọmụmụ ya Otu onye ya na-ezinaụlọ ya dị na mma bụ Harrison Gwamishu gwara BBC Igbo n'ekwentị na akụkọ ahụ bụ eziokwu. ",refutes,nei,nei,False,igbo,Mmesoma Mercy Cynthia Obi died of cancer. He died two months before his birthday.,"Mmesoma Mercy Cynthia Obi Ada Jesus died on Wednesday at a hospital in Abuja where she was taken for treatment for cancer, a few nights after her birthday. Ada Jesus' birthday - Mmesoma Mercy Obi on April 19, 2021 Ada Jesus, her husband and others celebrated her birthday A close family member, Harrison Gwamishu, told BBC Igbo on the phone that the news is true.",refutes,refutes,refutes,True,refutes,igbo,nei,refutes,False,True,wrong_to_correct,90,414,504
afrifact_data_culture_yoruba_149,yoruba,Ọlọ́run ṣe àdéhùn fún Dáúdà pé bí ó bá bímọ yóò fi ọmọ náà jọ́sìn fún òun.,"Ọdún Ìdúpẹ́-Ọòrẹ"" jẹ́ ọjọ́ ìsinmi pàtàkì nínú ẹsìn Ìsìlàámù ti àwọn ṣe àjọyọ̀ káàkiri àgbáyé láti ṣerántí àmì kàn tí wọ́n ní ìfẹ sí tí ó ń jẹ́ Ànọ́bì Ìbùrọ̀hìmù ( ( ). Oríṣiríṣi àlàyé ló wà fún ọdún yìi, lára àwọn àlàyé náà ni: Ní ọdún 1991, Sheikh Dr. Abu-Abdullah Adélabú ṣe àlàyé nípa Ọdún Iléyá ní orí Ẹ̀rọ-sọ̀rọ̀sọ̀rọ̀ Rẹ́díò Abùjá wí pé Ọdún Iléyá jẹ́ àjọ̀dún ìfi-ẹ̀mí-ìmọorè-hàn, Ọlọ́hun ní kí Ibrahim ó ṣe láti fi ẹ̀mí-ìmọ́orè hàn èyí tí ó sí fí ọmọ rẹ̀ Ishmael sílè fún ìfi ẹ̀mí-ìmọ́orè hàn sí Ọlọ́run tí ó ṣe àdéhùn fún pé bí oun Ibrahim bá bímọ nínú ogbó pé òun yóò fí ọmọ náà jọ́sín fún Ọlọ́run.",refutes,nei,nei,False,yoruba,"God made a promise to Dauda that if she had a child, she would worship him.","""The Year of Gratitude"" is an important holiday in Islam that is celebrated around the world to commemorate a symbol that they have a love for, which is Prophet Ibrahim ( ( ). There are various explanations for this year, among the explanations are: In the year 1991, Sheikh Dr. Abu-Abdullah Adélabu An explanation about the Year of Ileya on Abuja Radio said that the Year of Ileya is a festival of showing gratitude, God asked Ibrahim to do it to show the spirit of gratitude and he left his son Ishmael to show the spirit of gratitude to God who made a promise that if Ibrahim giving birth in old age that he will dedicate the child to God.",refutes,refutes,refutes,True,refutes,yoruba,nei,refutes,False,True,wrong_to_correct,93,607,700
